COMMAND     PID       USER   FD      TYPE             DEVICE  SIZE/OFF       NODE NAME
com.lf.coupon 10566    u0_a277  mem       REG              253,0     17056        162 /product/app/TrichromeLibrary/oat/arm/TrichromeLibrary.odex
com.lf.coupon 10566    u0_a277  mem       REG              253,0       164        163 /product/app/TrichromeLibrary/oat/arm/TrichromeLibrary.vdex
com.lf.coupon 10566    u0_a277  mem   unknown                                         /memfd:jit-cache (deleted)
com.lf.coupon 10566    u0_a277  mem   unknown                                         /memfd:jit-cache (deleted)
com.lf.coupon 10566    u0_a277  mem       REG              253,5   2461696       7991 /data/misc/shared_relro/libwebviewchromium32.relro
com.lf.coupon 10566    u0_a277  mem       REG              253,1      6856       1994 /system/lib/libwebviewchromium_loader.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1      6856       1994 /system/lib/libwebviewchromium_loader.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     32776       1808 /system/lib/libcompiler_rt.so
com.lf.coupon 10566    u0_a277  mem   unknown                                         /dev/ashmem/shared_memory/7D2A85AEB4516AF1D18105704E48B630 (deleted)
com.lf.coupon 10566    u0_a277  mem       REG              253,4     41820       1159 /vendor/lib/egl/eglSubDriverAndroid.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     74044       1802 /vendor/lib/vendor.qti.hardware.display.mapper@2.0.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4    186520       1161 /vendor/lib/egl/libGLESv1_CM_adreno.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4   2990288       1162 /vendor/lib/egl/libGLESv2_adreno.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4  10002588       1406 /vendor/lib/libllvm-glnext.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4   1957644       1380 /vendor/lib/libgsl.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     59944       1285 /vendor/lib/libadreno_utils.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48     89876        305 /apex/com.android.vndk.v30/lib/libz.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     21452       1160 /vendor/lib/egl/libEGL_adreno.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     81196       1804 /vendor/lib/vendor.qti.hardware.display.mapper@4.0.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     62420       1180 /vendor/lib/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4      2780       1389 /vendor/lib/libhidltransport.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4      2780       1389 /vendor/lib/libhidltransport.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4      2780       1389 /vendor/lib/libhidltransport.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      2896        109 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common@1.0.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      2896        109 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common@1.0.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      2896        109 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common@1.0.so
com.lf.coupon 10566    u0_a277  mem   unknown                                         /dev/ashmem/shared_memory/D6C59BAD89017D0FE267549337F8DD15 (deleted)
com.lf.coupon 10566    u0_a277  mem       REG               7,48      5912        259 /apex/com.android.vndk.v30/lib/libhardware.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      5912        259 /apex/com.android.vndk.v30/lib/libhardware.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      5912        259 /apex/com.android.vndk.v30/lib/libhardware.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1740 /dev/__properties__/u:object_r:binder_cache_bluetooth_server_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG               7,48    499356        262 /apex/com.android.vndk.v30/lib/libhidlbase.so
com.lf.coupon 10566    u0_a277  mem   unknown                                         /dev/ashmem/shared_memory/41095EF212C0B4116D85BD27F1B95610 (deleted)
com.lf.coupon 10566    u0_a277  mem       REG               7,48     52560        257 /apex/com.android.vndk.v30/lib/libgralloctypes.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      6708         80 /apex/com.android.vndk.v30/lib/android.hardware.common-V1-ndk_platform.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      6708         80 /apex/com.android.vndk.v30/lib/android.hardware.common-V1-ndk_platform.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      6708         80 /apex/com.android.vndk.v30/lib/android.hardware.common-V1-ndk_platform.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48    183476        282 /apex/com.android.vndk.v30/lib/libprocessgroup.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48    491452        237 /apex/com.android.vndk.v30/lib/libc++.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      2948        110 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common@1.1.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      2948        110 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common@1.1.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      2948        110 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common@1.1.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48     84496        300 /apex/com.android.vndk.v30/lib/libutils.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     27120       1379 /vendor/lib/libgrallocutils.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48     66972        117 /apex/com.android.vndk.v30/lib/android.hardware.graphics.mapper@2.1.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48     89632        119 /apex/com.android.vndk.v30/lib/android.hardware.graphics.mapper@4.0.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48     48296        249 /apex/com.android.vndk.v30/lib/libcutils.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48     63444        116 /apex/com.android.vndk.v30/lib/android.hardware.graphics.mapper@2.0.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     71304       1803 /vendor/lib/vendor.qti.hardware.display.mapper@3.0.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     98144       1805 /vendor/lib/vendor.qti.hardware.display.mapperextensions@1.0.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48     70472        118 /apex/com.android.vndk.v30/lib/android.hardware.graphics.mapper@3.0.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48     13480        108 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common-V1-ndk_platform.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     57016       1378 /vendor/lib/libgralloccore.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48    175772        232 /apex/com.android.vndk.v30/lib/libbase.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     16416       1470 /vendor/lib/libqdMetaData.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      7256        264 /apex/com.android.vndk.v30/lib/libion.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      7256        264 /apex/com.android.vndk.v30/lib/libion.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     18684       1377 /vendor/lib/libgralloc.qti.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     88168       1806 /vendor/lib/vendor.qti.hardware.display.mapperextensions@1.1.so
com.lf.coupon 10566    u0_a277  mem       REG              253,4     37092       1179 /vendor/lib/hw/android.hardware.graphics.mapper@3.0-impl-qti-display.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      3640        111 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common@1.2.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      3640        111 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common@1.2.so
com.lf.coupon 10566    u0_a277  mem       REG               7,48      3640        111 /apex/com.android.vndk.v30/lib/android.hardware.graphics.common@1.2.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     17060       1363 /system/framework/oat/arm/android.test.base.odex
com.lf.coupon 10566    u0_a277  mem       REG              253,1       684       1364 /system/framework/oat/arm/android.test.base.vdex
com.lf.coupon 10566    u0_a277  mem       REG              253,1     17056       1361 /system/framework/oat/arm/android.hidl.manager-V1.0-java.odex
com.lf.coupon 10566    u0_a277  mem       REG              253,1       328       1362 /system/framework/oat/arm/android.hidl.manager-V1.0-java.vdex
com.lf.coupon 10566    u0_a277  mem       REG              253,1     17056       1359 /system/framework/oat/arm/android.hidl.base-V1.0-java.odex
com.lf.coupon 10566    u0_a277  mem       REG              253,1       204       1360 /system/framework/oat/arm/android.hidl.base-V1.0-java.vdex
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072      11350 /dev/__properties__/u:object_r:zygote_wrap_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1    317251       2884 /system/usr/hyphen-data/hyph-hu.hyb
com.lf.coupon 10566    u0_a277  mem       REG              253,1     45800       1934 /system/lib/librs_jni.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     59088       1954 /system/lib/libstagefright_amrnb_common.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1    145263       2900 /system/usr/hyphen-data/hyph-nn.hyb
com.lf.coupon 10566    u0_a277  mem       REG              253,1    156532       1935 /system/lib/librtp_jni.so
com.lf.coupon 10566    u0_a277  mem       REG             253,19     11444         24 /apex/com.android.tethering/lib/libframework-connectivity-jni.so
com.lf.coupon 10566    u0_a277  mem       REG             253,19     11444         24 /apex/com.android.tethering/lib/libframework-connectivity-jni.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1    145263       2898 /system/usr/hyphen-data/hyph-nb.hyb
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072      11294 /dev/__properties__/u:object_r:vendor_public_vendor_default_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1     36028       1758 /system/lib/libaudioeffect_jni.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072      11349 /dev/__properties__/u:object_r:zygote_config_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1     19284       1885 /system/lib/libmediadrmmetrics_consumer.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072      11335 /dev/__properties__/u:object_r:vndk_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1    102956       1886 /system/lib/libmediadrmmetrics_full.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1919 /dev/__properties__/u:object_r:radio_control_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1    556876       1948 /system/lib/libsonivox.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1    139644       1902 /system/lib/libmtp.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1850 /dev/__properties__/u:object_r:hdmi_config_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1   1612932       1928 /system/lib/libprotobuf-cpp-full.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1    455728       1880 /system/lib/libmedia_jni.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1903 /dev/__properties__/u:object_r:packagemanager_config_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1      3052       1754 /system/lib/libasyncio.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1      3052       1754 /system/lib/libasyncio.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1      3052       1754 /system/lib/libasyncio.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     60532       1949 /system/lib/libsoundpool.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1870 /dev/__properties__/u:object_r:log_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       2009 /dev/__properties__/u:object_r:vendor_gralloc_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1772 /dev/__properties__/u:object_r:config_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1947 /dev/__properties__/u:object_r:telephony_config_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1   2372548       1197 /system/fonts/Roboto-Regular.ttf
com.lf.coupon 10566    u0_a277  mem       REG             253,13    895428         24 /apex/com.android.conscrypt/lib/libcrypto.so
com.lf.coupon 10566    u0_a277  mem       REG             253,13    225756         25 /apex/com.android.conscrypt/lib/libjavacrypto.so
com.lf.coupon 10566    u0_a277  mem       REG             253,13    496948         23 /apex/com.android.conscrypt/lib/libc++.so
com.lf.coupon 10566    u0_a277  mem       REG             253,13    240120         26 /apex/com.android.conscrypt/lib/libssl.so
com.lf.coupon 10566    u0_a277  mem       REG               7,72    491610         18 /apex/com.android.tzdata/etc/tz/tzdata
com.lf.coupon 10566    u0_a277  mem       REG               7,80  26054784         16 /apex/com.android.i18n/etc/icu/icudt68l.dat
com.lf.coupon 10566    u0_a277  mem       REG             253,12      3704         23 /apex/com.android.os.statsd/lib/libstats_jni.so
com.lf.coupon 10566    u0_a277  mem       REG             253,12      3704         23 /apex/com.android.os.statsd/lib/libstats_jni.so
com.lf.coupon 10566    u0_a277  mem       REG             253,12      3704         23 /apex/com.android.os.statsd/lib/libstats_jni.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1763 /dev/__properties__/u:object_r:camera_config_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1854 /dev/__properties__/u:object_r:hwservicemanager_prop:s0
com.lf.coupon 10566    u0_a277  mem   unknown                                         /memfd:jit-zygote-cache (deleted)
com.lf.coupon 10566    u0_a277  mem       REG              253,5    769088       9325 /data/user/0/com.lf.coupon/.jiagu/libjiagu.so
com.lf.coupon 10566    u0_a277  mem       REG              253,5     17048       8345 /data/app/~~uF99sVVd_S3rNSg1SciKHQ==/com.lf.coupon-aWWaYAdhHw3RD6C4-_I5sA==/oat/arm/base.odex
com.lf.coupon 10566    u0_a277  mem       REG              253,5   9171736       8346 /data/app/~~uF99sVVd_S3rNSg1SciKHQ==/com.lf.coupon-aWWaYAdhHw3RD6C4-_I5sA==/oat/arm/base.vdex
com.lf.coupon 10566    u0_a277  mem       REG              253,1     14796       1716 /system/lib/heapprofd_client.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     14796       1716 /system/lib/heapprofd_client.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1846 /dev/__properties__/u:object_r:graphics_config_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1     21156       1365 /system/framework/oat/arm/android.test.mock.odex
com.lf.coupon 10566    u0_a277  mem       REG              253,1      5452       1366 /system/framework/oat/arm/android.test.mock.vdex
com.lf.coupon 10566    u0_a277  mem       REG              253,1    621519       1215 /system/framework/android.test.mock.jar
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1741 /dev/__properties__/u:object_r:binder_cache_system_server_prop:s0
com.lf.coupon 10566    u0_a277  mem   unknown                                         /dev/ashmem/fontMap (deleted)
com.lf.coupon 10566    u0_a277  mem       CHR              500,1                    4 /dev/binderfs/binder
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1867 /dev/__properties__/u:object_r:lmkd_config_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG             253,21   3067588         72 /apex/com.android.art/lib/libart-compiler.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1    305656       1198 /system/fonts/RobotoStatic-Regular.ttf
com.lf.coupon 10566    u0_a277  mem       REG             253,21    156056         94 /apex/com.android.art/lib/libopenjdk.so
com.lf.coupon 10566    u0_a277  mem       REG             253,21     25648         95 /apex/com.android.art/lib/libopenjdkjvm.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1960 /dev/__properties__/u:object_r:use_memfd_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG             253,21    170864         86 /apex/com.android.art/lib/libjavacore.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1938 /dev/__properties__/u:object_r:surfaceflinger_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG             253,21      4508         71 /apex/com.android.art/lib/libandroidio.so
com.lf.coupon 10566    u0_a277  mem       REG             253,21      4508         71 /apex/com.android.art/lib/libandroidio.so
com.lf.coupon 10566    u0_a277  mem       REG             253,21      4508         71 /apex/com.android.art/lib/libandroidio.so
com.lf.coupon 10566    u0_a277  mem       REG             253,21      4508         71 /apex/com.android.art/lib/libandroidio.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1757 /dev/__properties__/u:object_r:build_odm_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG             253,21     96008         85 /apex/com.android.art/lib/libexpat.so
com.lf.coupon 10566    u0_a277  mem       REG             253,21    895428         81 /apex/com.android.art/lib/libcrypto.so
com.lf.coupon 10566    u0_a277  mem       REG               7,72    240768         14 /apex/com.android.tzdata/etc/icu/icu_tzdata.dat
com.lf.coupon 10566    u0_a277  mem       REG               7,80  26054784         16 /apex/com.android.i18n/etc/icu/icudt68l.dat
com.lf.coupon 10566    u0_a277  mem       REG               7,80     49896         24 /apex/com.android.i18n/lib/libicu_jni.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     11820       1995 /system/lib/libwebviewchromium_plat_support.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     10216       1970 /system/lib/libstdc++.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     10216       1970 /system/lib/libstdc++.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     46268       1730 /system/lib/libRS.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     14552       1988 /system/lib/libutilscallstack.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1    230296       1670 /system/lib/android.hardware.renderscript@1.0.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1      6216       1729 /system/lib/libOpenSLES.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1      6216       1729 /system/lib/libOpenSLES.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1      6216       1729 /system/lib/libOpenSLES.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1746 /dev/__properties__/u:object_r:boot_status_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1      5644       1728 /system/lib/libOpenMAXAL.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1      5644       1728 /system/lib/libOpenMAXAL.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1      5644       1728 /system/lib/libOpenMAXAL.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072      11272 /dev/__properties__/u:object_r:vendor_mot_product_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1     15880       1862 /system/lib/libjnigraphics.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1    129876       1788 /system/lib/libcamera2ndk.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1853 /dev/__properties__/u:object_r:hw_timeout_multiplier_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1     22508       1743 /system/lib/libamidi.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1833 /dev/__properties__/u:object_r:exported_default_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1     37196       1566 /system/lib/aaudio-aidl-cpp.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     11772       1737 /system/lib/libaaudio.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1920 /dev/__properties__/u:object_r:radio_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1    174928       1738 /system/lib/libaaudio_internal.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1750 /dev/__properties__/u:object_r:bootloader_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1    123960       1744 /system/lib/libandroid.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1931 /dev/__properties__/u:object_r:soc_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG              253,1    888996       1997 /system/lib/libxml2.so
com.lf.coupon 10566    u0_a277  mem       REG             253,21    518176         97 /apex/com.android.art/lib/libperfetto_hprof.so
com.lf.coupon 10566    u0_a277  mem       REG             253,17    143916         20 /apex/com.android.adbd/lib/libadbconnection_client.so
com.lf.coupon 10566    u0_a277  mem       REG               0,17    131072       1759 /dev/__properties__/u:object_r:build_vendor_prop:s0
com.lf.coupon 10566    u0_a277  mem       REG             253,21     41456         70 /apex/com.android.art/lib/libadbconnection.so
com.lf.coupon 10566    u0_a277  mem       REG               7,72    240768         14 /apex/com.android.tzdata/etc/icu/icu_tzdata.dat
com.lf.coupon 10566    u0_a277  mem       REG             253,15    827385         24 /apex/com.android.wifi/javalib/framework-wifi.jar
com.lf.coupon 10566    u0_a277  mem       REG             253,19    433681         20 /apex/com.android.tethering/javalib/framework-connectivity.jar
com.lf.coupon 10566    u0_a277  mem       REG             253,11    497509         27 /apex/com.android.media/javalib/updatable-media.jar
com.lf.coupon 10566    u0_a277  mem       REG              253,8    644721         19 /apex/com.android.ipsec/javalib/android.net.ipsec.ike.jar
com.lf.coupon 10566    u0_a277  mem       REG             253,13    462173         21 /apex/com.android.conscrypt/javalib/conscrypt.jar
com.lf.coupon 10566    u0_a277  mem       REG              253,1    585233       1337 /system/framework/ims-common.jar
com.lf.coupon 10566    u0_a277  mem       REG              253,1    819957       1563 /system/framework/voip-common.jar
com.lf.coupon 10566    u0_a277  mem       REG              253,1   4178912       1558 /system/framework/telephony-common.jar
com.lf.coupon 10566    u0_a277  mem       REG             253,21   1225296         32 /apex/com.android.art/javalib/apache-xml.jar
com.lf.coupon 10566    u0_a277  mem       REG             253,21   1471713         65 /apex/com.android.art/javalib/bouncycastle.jar
com.lf.coupon 10566    u0_a277  mem       REG             253,21    405777         68 /apex/com.android.art/javalib/okhttp.jar
com.lf.coupon 10566    u0_a277  mem       REG             253,21    550537         66 /apex/com.android.art/javalib/core-libart.jar
com.lf.coupon 10566    u0_a277  mem       REG             253,21   5104145         67 /apex/com.android.art/javalib/core-oj.jar
com.lf.coupon 10566    u0_a277  mem       REG              253,1     22920       1753 /system/lib/libartpalette-system.so
com.lf.coupon 10566    u0_a277  mem       REG              253,1     19640       1983 /system/lib/libtombstoned_client.so
com.lf.coupon 10566    u0_a277  mem       REG             253,21    296076         76 /apex/com.android.art/lib/libartbase.so
com.lf.coupon 10566    u0_a277  mem       REG             253,21    285824         82 /apex/com.android.art/lib/libdexfile.so
